"";"id";"name";"text";"power";"toughness";"manaCost";"convertedManaCost";"specificManaCost";"colorIdentity";"type1";"type2"
"7242";16409;"Surrakar Spellblade";"Whenever you cast an instant or sorcery spell, you may put a charge counter on Surrakar Spellblade.
Whenever Surrakar Spellblade deals combat damage to a player, you may draw X cards, where X is the number of charge counters on it.";"2";"1";"{1}{U}{U}";3;2;"U";"Creature";"Surrakar"
"7243";16412;"Surveilling Sprite";"Flying
When Surveilling Sprite dies, you may draw a card.";"1";"1";"{1}{U}";2;1;"U";"Creature";"Faerie Rogue"
"7244";16419;"Survivor of the Unseen";"Cumulative upkeep {2} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
{T}: Draw two cards, then put a card from your hand on top of your library.";"2";"1";"{2}{U}";3;1;"U";"Creature";"Human Wizard"
"7245";16423;"Suspicious Nanny";"Whenever Suspicious Nanny deals combat damage to a player, it reassembles target Contraption that player controls. (Gain control of it and move it onto one of your sprockets.)";"3";"4";"{4}{U}";5;1;"U";"Creature";"Human Spy Rigger"
"7246";16424;"Sustainer of the Realm";"Flying
Whenever Sustainer of the Realm blocks, it gets +0/+2 until end of turn.";"2";"3";"{2}{W}{W}";4;2;"W";"Creature";"Angel"
"7247";16425;"Sustaining Spirit";"Cumulative upkeep {1}{W} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Damage that would reduce your life total to less than 1 reduces it to 1 instead.";"0";"3";"{1}{W}";2;1;"W";"Creature";"Angel Spirit"
"7248";16427;"Suture Priest";"Whenever another creature enters the battlefield under your control, you may gain 1 life.
Whenever a creature enters the battlefield under an opponent's control, you may have that player lose 1 life.";"1";"1";"{1}{W}";2;1;"W";"Creature";"Cleric"
"7249";16428;"Suture Spirit";"Flying
{W/B}{W/B}{W/B}: Regenerate target creature.";"1";"1";"{1}{W}";2;1;"B";"Creature";"Spirit"
"7250";16429;"Sutured Ghoul";"Trample
As Sutured Ghoul enters the battlefield, exile any number of creature cards from your graveyard.
Sutured Ghoul's power is equal to the total power of the exiled cards and its toughness is equal to their total toughness.";"*";"*";"{4}{B}{B}{B}";7;3;"B";"Creature";"Zombie"
"7251";16431;"Svyelunite Priest";"{U}{U}, {T}: Target creature gains shroud until end of turn. Activate this ability only during your upkeep. (It can't be the target of spells or abilities.)";"1";"1";"{1}{U}";2;1;"U";"Creature";"Merfolk Cleric"
"7252";16433;"Swab Goblin";"";"2";"2";"{1}{R}";2;1;"R";"Creature";"Goblin Pirate"
"7253";16434;"Swaggering Corsair";"Raid — Swaggering Corsair enters the battlefield with a +1/+1 counter on it if you attacked with a creature this turn.";"2";"2";"{2}{R}";3;1;"R";"Creature";"Human Pirate"
"7254";16438;"Swamp Mosquito";"Flying
Whenever Swamp Mosquito attacks and isn't blocked, defending player gets a poison counter. (A player with ten or more poison counters loses the game.)";"0";"1";"{1}{B}";2;1;"B";"Creature";"Insect"
"7255";16440;"Swans of Bryn Argoll";"Flying
If a source would deal damage to Swans of Bryn Argoll, prevent that damage. The source's controller draws cards equal to the damage prevented this way.";"4";"3";"{2}{W/U}{W/U}";4;2;"U";"Creature";"Bird Spirit"
"7256";16441;"Swarm Guildmage";"{4}{B}, {T}: Creatures you control get +1/+0 and gain menace until end of turn. (They can't be blocked except by two or more creatures.)
{1}{G}, {T}: You gain 2 life.";"2";"2";"{B}{G}";2;2;"B";"Creature";"Elf Shaman"
"7257";16444;"Swarm of Bloodflies";"Flying
Swarm of Bloodflies enters the battlefield with two +1/+1 counters on it.
Whenever another creature dies, put a +1/+1 counter on Swarm of Bloodflies.";"0";"0";"{4}{B}";5;1;"B";"Creature";"Insect"
"7258";16445;"Swarm of Rats";"Swarm of Rats's power is equal to the number of Rats you control.";"*";"1";"{1}{B}";2;1;"B";"Creature";"Rat"
"7259";16446;"Swarmborn Giant";"When you're dealt combat damage, sacrifice Swarmborn Giant.
{4}{G}{G}: Monstrosity 2. (If this creature isn't monstrous, put two +1/+1 counters on it and it becomes monstrous.)
As long as Swarmborn Giant is monstrous, it has reach.";"6";"6";"{2}{G}{G}";4;2;"G";"Creature";"Giant"
"7260";16450;"Swathcutter Giant";"Vigilance
Whenever Swathcutter Giant attacks, it deals 1 damage to each creature defending player controls.";"5";"5";"{4}{R}{W}";6;2;"R";"Creature";"Giant Soldier"
"7261";16453;"Sweatworks Brawler";"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Menace";"3";"3";"{3}{R}";4;1;"R";"Creature";"Human Artificer"
"7262";16465;"Swift Spinner";"Flash (You may cast this spell any time you could cast an instant.)
Reach (This creature can block creatures with flying.)";"2";"3";"{3}{G}";4;1;"G";"Creature";"Spider"
"7263";16466;"Swift Warden";"Flash
When Swift Warden enters the battlefield, target Merfolk you control gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)";"3";"3";"{1}{G}{G}";3;2;"G";"Creature";"Merfolk Warrior"
"7264";16467;"Swift Warkite";"Flying
When Swift Warkite enters the battlefield, you may put a creature card with converted mana cost 3 or less from your hand or graveyard onto the battlefield. That creature gains haste. Return it to your hand at the beginning of the next end step.";"4";"4";"{4}{B}{R}";6;2;"B";"Creature";"Dragon"
"7265";16468;"Swiftblade Vindicator";"Double strike, vigilance, trample";"1";"1";"{R}{W}";2;2;"R";"Creature";"Human Soldier"
"7266";16473;"Swirling Spriggan";"{G/U}{G/U}: Target creature you control becomes the color or colors of your choice until end of turn.";"3";"3";"{2}{G}{G}";4;2;"G";"Creature";"Goblin Shaman"
"7267";16476;"Swooping Talon";"Flying
{1}: Swooping Talon loses flying until end of turn.
Provoke (Whenever this creature attacks, you may have target creature defending player controls untap and block it if able.)";"2";"6";"{4}{W}{W}";6;2;"W";"Creature";"Bird Soldier"
"7268";16477;"Sword Dancer";"{W}{W}: Target attacking creature gets -1/-0 until end of turn.";"1";"2";"{1}{W}";2;1;"W";"Creature";"Human Rebel"
"7269";16493;"Swordwise Centaur";"";"3";"2";"{G}{G}";2;2;"G";"Creature";"Centaur Warrior"
"7270";16495;"Sworn Defender";"{1}: Sworn Defender's power becomes the toughness of target creature blocking or being blocked by Sworn Defender minus 1 until end of turn, and Sworn Defender's toughness becomes 1 plus the power of that creature until end of turn.";"1";"3";"{2}{W}{W}";4;2;"W";"Creature";"Human Knight"
"7271";16496;"Sworn Guardian";"";"1";"3";"{1}{U}";2;1;"U";"Creature";"Merfolk Warrior"
"7272";16500;"Sylvan Advocate";"Vigilance
As long as you control six or more lands, Sylvan Advocate and land creatures you control get +2/+2.";"2";"3";"{1}{G}";2;1;"G";"Creature";"Elf Druid Ally"
"7273";16502;"Sylvan Basilisk";"Whenever Sylvan Basilisk becomes blocked by a creature, destroy that creature.";"2";"4";"{3}{G}{G}";5;2;"G";"Creature";"Basilisk"
"7274";16504;"Sylvan Brushstrider";"When Sylvan Brushstrider enters the battlefield, you gain 2 life.";"3";"2";"{2}{G}";3;1;"G";"Creature";"Beast"
"7275";16505;"Sylvan Caryatid";"Defender, hexproof
{T}: Add one mana of any color.";"0";"3";"{1}{G}";2;1;"G";"Creature";"Plant"
"7276";16507;"Sylvan Hierophant";"When Sylvan Hierophant dies, exile Sylvan Hierophant, then return another target creature card from your graveyard to your hand.";"1";"2";"{1}{G}";2;1;"G";"Creature";"Human Cleric"
"7277";16509;"Sylvan Messenger";"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
When Sylvan Messenger enters the battlefield, reveal the top four cards of your library. Put all Elf cards revealed this way into your hand and the rest on the bottom of your library in any order.";"2";"2";"{3}{G}";4;1;"G";"Creature";"Elf"
"7278";16513;"Sylvan Primordial";"Reach
When Sylvan Primordial enters the battlefield, for each opponent, destroy target noncreature permanent that player controls. For each permanent destroyed this way, search your library for a Forest card and put that card onto the battlefield tapped. Then shuffle your library.";"6";"8";"{5}{G}{G}";7;2;"G";"Creature";"Avatar"
"7279";16514;"Sylvan Ranger";"When Sylvan Ranger enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.";"1";"1";"{1}{G}";2;1;"G";"Creature";"Elf Scout"
"7280";16516;"Sylvan Safekeeper";"Sacrifice a land: Target creature you control gains shroud until end of turn. (It can't be the target of spells or abilities.)";"1";"1";"{G}";1;1;"G";"Creature";"Human Wizard"
"7281";16519;"Sylvan Yeti";"Sylvan Yeti's power is equal to the number of cards in your hand.";"*";"4";"{2}{G}{G}";4;2;"G";"Creature";"Yeti"
"7282";16521;"Sylvok Explorer";"{T}: Add one mana of any color that a land an opponent controls could produce.";"1";"1";"{1}{G}";2;1;"G";"Creature";"Human Druid"
"7283";16525;"Symbiotic Beast";"When Symbiotic Beast dies, create four 1/1 green Insect creature tokens.";"4";"4";"{4}{G}{G}";6;2;"G";"Creature";"Insect Beast"
"7284";16527;"Symbiotic Elf";"When Symbiotic Elf dies, create two 1/1 green Insect creature tokens.";"2";"2";"{3}{G}";4;1;"G";"Creature";"Elf"
"7285";16528;"Symbiotic Wurm";"When Symbiotic Wurm dies, create seven 1/1 green Insect creature tokens.";"7";"7";"{5}{G}{G}{G}";8;3;"G";"Creature";"Wurm"
"7286";16531;"Synapse Sliver";"Whenever a Sliver deals combat damage to a player, its controller may draw a card.";"3";"3";"{4}{U}";5;1;"U";"Creature";"Sliver"
"7287";16533;"Synchronous Sliver";"All Sliver creatures have vigilance.";"3";"3";"{4}{U}";5;1;"U";"Creature";"Sliver"
"7288";16535;"Syndic of Tithes";"Extort (Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)";"2";"2";"{1}{W}";2;1;"W";"Creature";"Human Cleric"
"7289";16536;"Syndicate Enforcer";"Extort (Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)";"3";"2";"{3}{B}";4;1;"B";"Creature";"Human Rogue"
"7290";16537;"Syndicate Guildmage";"{1}{W}, {T}: Tap target creature with power 4 or greater.
{4}{B}, {T}: Syndicate Guildmage deals 2 damage to target opponent or planeswalker.";"2";"2";"{W}{B}";2;2;"B";"Creature";"Human Cleric"
"7291";16538;"Syndicate Messenger";"Flying
Afterlife 1 (When this creature dies, create a 1/1 white and black Spirit creature token with flying.)";"2";"3";"{3}{W}";4;1;"W";"Creature";"Bird"
"7292";16539;"Syndicate Trafficker";"{1}, Sacrifice an artifact: Put a +1/+1 counter on Syndicate Trafficker. It gains indestructible until end of turn.";"3";"1";"{1}{B}";2;1;"B";"Creature";"Aetherborn Rogue"
"7293";16540;"Synod Artificer";"{X}, {T}: Tap X target noncreature artifacts.
{X}, {T}: Untap X target noncreature artifacts.";"1";"2";"{2}{U}";3;1;"U";"Creature";"Vedalken Artificer"
"7294";16547;"Syphon Sliver";"Sliver creatures you control have lifelink. (Damage dealt by a Sliver creature you control also causes you to gain that much life.)";"2";"2";"{2}{B}";3;1;"B";"Creature";"Sliver"
"7295";16554;"Tah-Crop Elite";"Flying
You may exert Tah-Crop Elite as it attacks. When you do, creatures you control get +1/+1 until end of turn. (An exerted creature won't untap during your next untap step.)";"2";"2";"{3}{W}";4;1;"W";"Creature";"Bird Warrior"
"7296";16555;"Tah-Crop Skirmisher";"Embalm {3}{U} ({3}{U}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Naga Warrior with no mana cost. Embalm only as a sorcery.)";"2";"1";"{1}{U}";2;1;"U";"Creature";"Naga Warrior"
"7297";16569;"Tainted Monkey";"{T}: Choose a word. Target player puts the top card of their library into their graveyard. If that card has the chosen word in its text box, that player loses 3 life.";"1";"1";"{1}{B}";2;1;"B";"Creature";"Monkey"
"7298";16574;"Tainted Specter";"Flying
{1}{B}{B}, {T}: Target player discards a card unless they put a card from their hand on top of their library. If that player discards a card this way, Tainted Specter deals 1 damage to each creature and each player. Activate this ability only any time you could cast a sorcery.";"2";"2";"{3}{B}";4;1;"B";"Creature";"Specter"
"7299";16578;"Taj-Nar Swordsmith";"When Taj-Nar Swordsmith enters the battlefield, you may pay {X}. If you do, search your library for an Equipment card with converted mana cost X or less and put that card onto the battlefield. Then shuffle your library.";"2";"3";"{3}{W}";4;1;"W";"Creature";"Cat Soldier"
"7300";16581;"Tajuru Archer";"Whenever Tajuru Archer or another Ally enters the battlefield under your control, you may have Tajuru Archer deal damage to target creature with flying equal to the number of Allies you control.";"1";"2";"{2}{G}";3;1;"G";"Creature";"Elf Archer Ally"
"7301";16582;"Tajuru Beastmaster";"Rally — Whenever Tajuru Beastmaster or another Ally enters the battlefield under your control, creatures you control get +1/+1 until end of turn.";"5";"5";"{5}{G}";6;1;"G";"Creature";"Elf Warrior Ally"
"7302";16583;"Tajuru Pathwarden";"Vigilance, trample";"5";"4";"{4}{G}";5;1;"G";"Creature";"Elf Warrior Ally"
"7303";16584;"Tajuru Preserver";"Spells and abilities your opponents control can't cause you to sacrifice permanents.";"2";"1";"{1}{G}";2;1;"G";"Creature";"Elf Shaman"
"7304";16585;"Tajuru Stalwart";"Converge — Tajuru Stalwart enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it.";"0";"1";"{2}{G}";3;1;"G";"Creature";"Elf Scout Ally"
"7305";16586;"Tajuru Warcaller";"Rally — Whenever Tajuru Warcaller or another Ally enters the battlefield under your control, creatures you control get +2/+2 until end of turn.";"2";"1";"{3}{G}{G}";5;2;"G";"Creature";"Elf Warrior Ally"
"7306";16596;"Takeno's Cavalry";"Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)
{T}: Takeno's Cavalry deals 1 damage to target attacking or blocking Spirit.";"1";"1";"{3}{W}";4;1;"W";"Creature";"Human Samurai Archer"
"7307";16599;"Takenuma Bleeder";"Whenever Takenuma Bleeder attacks or blocks, you lose 1 life if you don't control a Demon.";"3";"3";"{2}{B}";3;1;"B";"Creature";"Ogre Shaman"
"7308";16602;"Talara's Battalion";"Cast this spell only if you've cast another green spell this turn.
Trample";"4";"3";"{1}{G}";2;1;"G";"Creature";"Elf Warrior"
"7309";16603;"Talas Air Ship";"Flying";"3";"2";"{3}{U}";4;1;"U";"Creature";"Human Pirate"
"7310";16604;"Talas Explorer";"Flying
When Talas Explorer enters the battlefield, look at target opponent's hand.";"1";"1";"{1}{U}";2;1;"U";"Creature";"Human Pirate Scout"
"7311";16605;"Talas Merchant";"";"1";"3";"{1}{U}";2;1;"U";"Creature";"Human Pirate"
"7312";16606;"Talas Researcher";"{T}: Draw a card. Activate this ability only during your turn, before attackers are declared.";"1";"1";"{4}{U}";5;1;"U";"Creature";"Human Pirate Wizard"
"7313";16607;"Talas Scout";"Flying";"1";"2";"{1}{U}";2;1;"U";"Creature";"Human Pirate Scout"
"7314";16608;"Talas Warrior";"Talas Warrior can't be blocked.";"2";"2";"{1}{U}{U}";3;2;"U";"Creature";"Human Pirate Warrior"
"7315";16615;"Tallowisp";"Whenever you cast a Spirit or Arcane spell, you may search your library for an Aura card with enchant creature, reveal it, and put it into your hand. If you do, shuffle your library.";"1";"3";"{1}{W}";2;1;"W";"Creature";"Spirit"
"7316";16617;"Talon Sliver";"All Sliver creatures have first strike.";"1";"1";"{1}{W}";2;1;"W";"Creature";"Sliver"
"7317";16618;"Talon Trooper";"Flying";"2";"3";"{1}{W}{U}";3;2;"U";"Creature";"Bird Scout"
"7318";16620;"Talonrend";"Flying
{U/R}: Talonrend gets +1/-1 until end of turn.";"0";"5";"{4}{U}";5;1;"R";"Creature";"Elemental"
"7319";16625;"Talruum Champion";"First strike
Whenever Talruum Champion blocks or becomes blocked by a creature, that creature loses first strike until end of turn.";"3";"3";"{4}{R}";5;1;"R";"Creature";"Minotaur"
"7320";16626;"Talruum Minotaur";"Haste";"3";"3";"{2}{R}{R}";4;2;"R";"Creature";"Minotaur Berserker"
"7321";16627;"Talruum Piper";"All creatures with flying able to block Talruum Piper do so.";"3";"3";"{4}{R}";5;1;"R";"Creature";"Minotaur"
"7322";16628;"Talus Paladin";"Whenever Talus Paladin or another Ally enters the battlefield under your control, you may have Allies you control gain lifelink until end of turn, and you may put a +1/+1 counter on Talus Paladin.";"2";"3";"{3}{W}";4;1;"W";"Creature";"Human Knight Ally"
"7323";16629;"Tamanoa";"Whenever a noncreature source you control deals damage, you gain that much life.";"2";"4";"{R}{G}{W}";3;3;"G";"Creature";"Spirit"
"7324";16634;"Tandem Lookout";"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Tandem Lookout is paired with another creature, each of those creatures has ""Whenever this creature deals damage to an opponent, draw a card.""";"2";"1";"{2}{U}";3;1;"U";"Creature";"Human Scout"
"7325";16637;"Tangle Angler";"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
{G}: Target creature blocks Tangle Angler this turn if able.";"1";"5";"{3}{G}";4;1;"G";"Creature";"Horror"
"7326";16638;"Tangle Asp";"Whenever Tangle Asp blocks or becomes blocked by a creature, destroy that creature at end of combat.";"1";"2";"{1}{G}";2;1;"G";"Creature";"Snake"
"7327";16642;"Tangle Mantis";"Trample";"3";"4";"{2}{G}{G}";4;2;"G";"Creature";"Insect"
"7328";16643;"Tangle Spider";"Flash (You may cast this spell any time you could cast an instant.)
Reach (This creature can block creatures with flying.)";"3";"4";"{4}{G}{G}";6;2;"G";"Creature";"Spider"
"7330";16649;"Tanglewalker";"Each creature you control can't be blocked as long as defending player controls an artifact land.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Dryad"
"7331";16651;"Taoist Hermit";"Hexproof (This creature can't be the target of spells or abilities your opponents control.)";"2";"2";"{2}{G}";3;1;"G";"Creature";"Human Mystic"
"7332";16652;"Taoist Mystic";"Taoist Mystic can't be blocked by creatures with horsemanship.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Human Mystic"
"7333";16654;"Tar Fiend";"Devour 2 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.)
When Tar Fiend enters the battlefield, target player discards a card for each creature it devoured.";"4";"4";"{5}{B}";6;1;"B";"Creature";"Elemental"
"7334";16655;"Tar Pit Warrior";"When Tar Pit Warrior becomes the target of a spell or ability, sacrifice it.";"3";"4";"{2}{B}";3;1;"B";"Creature";"Cyclops Warrior"
"7335";16656;"Tar Pitcher";"{T}, Sacrifice a Goblin: Tar Pitcher deals 2 damage to any target.";"2";"2";"{3}{R}";4;1;"R";"Creature";"Goblin Shaman"
"7336";16659;"Target Minotaur";"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)";"2";"1";"{1}{R}";2;1;"R";"Creature";"Minotaur Warrior"
"7337";16660;"Target Minotaur (b)";"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)";"2";"1";"{1}{R}";2;1;"R";"Creature";"Minotaur Warrior"
"7338";16661;"Target Minotaur (c)";"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)";"2";"1";"{1}{R}";2;1;"R";"Creature";"Minotaur Warrior"
"7339";16662;"Target Minotaur (d)";"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)";"2";"1";"{1}{R}";2;1;"R";"Creature";"Minotaur Warrior"
"7340";16666;"Tarmogoyf";"Tarmogoyf's power is equal to the number of card types among cards in all graveyards and its toughness is equal to that number plus 1.";"*";"1+*";"{1}{G}";2;1;"G";"Creature";"Lhurgoyf"
"7341";16669;"Tarpan";"When Tarpan dies, you gain 1 life.";"1";"1";"{G}";1;1;"G";"Creature";"Horse"
"7342";16672;"Task Force";"Whenever Task Force becomes the target of a spell or ability, it gets +0/+3 until end of turn.";"1";"3";"{2}{W}";3;1;"W";"Creature";"Human Rebel"
"7343";16674;"Tasseled Dromedary";"";"0";"4";"{W}";1;1;"W";"Creature";"Camel"
"7344";16679;"Tattered Drake";"Flying
{B}: Regenerate Tattered Drake.";"2";"2";"{4}{U}";5;1;"B";"Creature";"Zombie Drake"
"7345";16680;"Tattered Haunter";"Flying
Tattered Haunter can block only creatures with flying.";"2";"1";"{1}{U}";2;1;"U";"Creature";"Spirit"
"7346";16681;"Tattered Mummy";"When Tattered Mummy dies, each opponent loses 2 life.";"1";"2";"{1}{B}";2;1;"B";"Creature";"Zombie Jackal"
"7347";16683;"Tattermunge Duo";"Whenever you cast a red spell, Tattermunge Duo gets +1/+1 until end of turn.
Whenever you cast a green spell, Tattermunge Duo gains forestwalk until end of turn. (It can't be blocked as long as defending player controls a Forest.)";"2";"3";"{2}{R/G}";3;1;"G";"Creature";"Goblin Warrior Shaman"
"7348";16684;"Tattermunge Maniac";"Tattermunge Maniac attacks each combat if able.";"2";"1";"{R/G}";1;1;"G";"Creature";"Goblin Warrior"
"7349";16685;"Tattermunge Witch";"{R}{G}: Each blocked creature gets +1/+0 and gains trample until end of turn.";"2";"1";"{1}{R/G}";2;1;"G";"Creature";"Goblin Shaman"
"7350";16690;"Taunting Elf";"All creatures able to block Taunting Elf do so.";"0";"1";"{G}";1;1;"G";"Creature";"Elf"
"7351";16691;"Taurean Mauler";"Changeling (This card is every creature type.)
Whenever an opponent casts a spell, you may put a +1/+1 counter on Taurean Mauler.";"2";"2";"{2}{R}";3;1;"R";"Creature";"Shapeshifter"
"7352";16692;"Tavern Swindler";"{T}, Pay 3 life: Flip a coin. If you win the flip, you gain 6 life.";"2";"2";"{1}{B}";2;1;"B";"Creature";"Human Rogue"
"7353";16699;"Teacher's Pet";"{2}{W}, Sacrifice Teacher's Pet: Search your library for a card with augment, combine it with target host you control, then shuffle your library.";"2";"1";"{1}{W}";2;1;"W";"Creature";"Cat Bird Scientist"
"7354";16702;"Teardrop Kami";"Sacrifice Teardrop Kami: You may tap or untap target creature.";"1";"1";"{U}";1;1;"U";"Creature";"Spirit"
"7355";16707;"Tectonic Fiend";"Echo {4}{R}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
Tectonic Fiend attacks each combat if able.";"7";"7";"{4}{R}{R}";6;2;"R";"Creature";"Elemental"
"7356";16714;"Teferi's Drake";"Flying
Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)";"3";"2";"{2}{U}";3;1;"U";"Creature";"Drake"
"7357";16715;"Teferi's Honor Guard";"Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)
{U}{U}: Teferi's Honor Guard phases out. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)";"2";"2";"{2}{W}";3;1;"U";"Creature";"Human Knight"
"7358";16716;"Teferi's Imp";"Flying
Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)
Whenever Teferi's Imp phases out, discard a card.
Whenever Teferi's Imp phases in, draw a card.";"1";"1";"{2}{U}";3;1;"U";"Creature";"Imp"
"7359";16730;"Tel-Jilad Archers";"Protection from artifacts; reach (This creature can block creatures with flying.)";"2";"4";"{4}{G}";5;1;"G";"Creature";"Elf Archer"
"7360";16731;"Tel-Jilad Chosen";"Protection from artifacts";"2";"1";"{1}{G}";2;1;"G";"Creature";"Elf Warrior"
"7361";16733;"Tel-Jilad Exile";"{1}{G}: Regenerate Tel-Jilad Exile.";"2";"3";"{3}{G}";4;1;"G";"Creature";"Troll Warrior"
"7362";16734;"Tel-Jilad Fallen";"Protection from artifacts
Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)";"3";"1";"{2}{G}{G}";4;2;"G";"Creature";"Elf Warrior"
"7363";16736;"Tel-Jilad Lifebreather";"{G}, {T}, Sacrifice a Forest: Regenerate target creature.";"3";"2";"{4}{G}";5;1;"G";"Creature";"Troll Shaman"
"7364";16737;"Tel-Jilad Outrider";"Protection from artifacts";"3";"1";"{3}{G}";4;1;"G";"Creature";"Elf Warrior"
"7365";16739;"Tel-Jilad Wolf";"Whenever Tel-Jilad Wolf becomes blocked by an artifact creature, Tel-Jilad Wolf gets +3/+3 until end of turn.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Wolf"
"7366";16742;"Telekinetic Sliver";"All Slivers have ""{T}: Tap target permanent.""";"2";"2";"{2}{U}{U}";4;2;"U";"Creature";"Sliver"
"7367";16744;"Telepathic Spies";"When Telepathic Spies enters the battlefield, look at target opponent's hand.";"2";"2";"{2}{U}";3;1;"U";"Creature";"Human Wizard"
"7368";16752;"Teller of Tales";"Flying
Whenever you cast a Spirit or Arcane spell, you may tap or untap target creature.";"3";"3";"{3}{U}{U}";5;2;"U";"Creature";"Spirit"
"7369";16756;"Temp of the Damned";"As Temp of the Damned enters the battlefield, roll a six-sided die. Temp of the Damned enters the battlefield with a number of funk counters on it equal to the result.
At the beginning of your upkeep, remove a funk counter from Temp of the Damned. If you can't, sacrifice it.";"3";"3";"{2}{B}";3;1;"B";"Creature";"Zombie"
"7370";16759;"Tempest Caller";"When Tempest Caller enters the battlefield, tap all creatures target opponent controls.";"2";"3";"{2}{U}{U}";4;2;"U";"Creature";"Merfolk Wizard"
"7371";16760;"Tempest Djinn";"Flying
Tempest Djinn gets +1/+0 for each basic Island you control.";"0";"4";"{U}{U}{U}";3;3;"U";"Creature";"Djinn"
"7372";16761;"Tempest Drake";"Flying, vigilance";"2";"2";"{1}{W}{U}";3;2;"U";"Creature";"Drake"
"7373";16762;"Tempest Efreet";"Remove Tempest Efreet from your deck before playing if you're not playing for ante.
{T}, Sacrifice Tempest Efreet: Target opponent may pay 10 life. If that player doesn't, they reveal a card at random from their hand. Exchange ownership of the revealed card and Tempest Efreet. Put the revealed card into your hand and Tempest Efreet from anywhere into that player's graveyard. This change in ownership is permanent.";"3";"3";"{1}{R}{R}{R}";4;3;"R";"Creature";"Efreet"
"7374";16763;"Tempest Owl";"Kicker {4}{U} (You may pay an additional {4}{U} as you cast this spell.)
Flying
When Tempest Owl enters the battlefield, if it was kicked, tap up to three target permanents.";"1";"2";"{1}{U}";2;1;"U";"Creature";"Bird"
"7375";16765;"Temple Acolyte";"When Temple Acolyte enters the battlefield, you gain 3 life.";"1";"3";"{1}{W}";2;1;"W";"Creature";"Human Cleric"
"7376";16766;"Temple Altisaur";"If a source would deal damage to another Dinosaur you control, prevent all but 1 of that damage.";"3";"4";"{4}{W}";5;1;"W";"Creature";"Dinosaur"
"7377";16768;"Temple Elder";"{T}: You gain 1 life. Activate this ability only during your turn, before attackers are declared.";"1";"2";"{2}{W}";3;1;"W";"Creature";"Human Cleric"
"7378";16782;"Temporal Adept";"{U}{U}{U}, {T}: Return target permanent to its owner's hand.";"1";"1";"{1}{U}{U}";3;2;"U";"Creature";"Human Wizard"
"7379";16802;"Tempting Licid";"{G}, {T}: Tempting Licid loses this ability and becomes an Aura enchantment with enchant creature. Attach it to target creature. You may pay {G} to end this effect.
All creatures able to block enchanted creature do so.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Licid"
"7380";16803;"Tempting Wurm";"When Tempting Wurm enters the battlefield, each opponent may put any number of artifact, creature, enchantment, and/or land cards from their hand onto the battlefield.";"5";"5";"{1}{G}";2;1;"G";"Creature";"Wurm"
"7381";16807;"Temur Charger";"Morph—Reveal a green card in your hand. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Temur Charger is turned face up, target creature gains trample until end of turn.";"3";"1";"{1}{G}";2;1;"G";"Creature";"Horse"
"7382";16810;"Temur Sabertooth";"{1}{G}: You may return another creature you control to its owner's hand. If you do, Temur Sabertooth gains indestructible until end of turn.";"4";"3";"{2}{G}{G}";4;2;"G";"Creature";"Cat"
